CODE;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
PKH011;kleine weide middenop;NL11;;;M27;134994;472226;;;plas;;ADHOC_ANKO_BEDWAT_DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_FYTPTKRW_KRWOndCHEM_Plassen-grob-ESF;DIEPTE-FYCHEM_KRWOndCHEM_Plassen-grob-ESF2_VASTPLAS;Evaluatie_KRW_Onderzoek_VMplassen;Evaluatie_KRW_VMplassen;FYCHEM_HYBI_TOX;FYCHEM;Water;3230;3230-EAG-3;NL11_6_7
PKH012;kattenbrug;NL11;;;M8;135300;471702;;;lijnvormig;;Overig-fychem;;Onderzoek;;FYCHEM;;Veen;48;3230-EAG-4;
PKH014;Wijde Blik eiland 1;NL11;;;M20;133424.6458;471200.7938;;;plas;;ZWEM;;Zwemwater;;FYCHEM;;Water;3230;3230-EAG-2;NL11_3_7
PKH015;Wijde Blik eiland 4;NL11;;;M20;133314.463;470689.0583;;;plas;;ZWEM;;Zwemwater;;FYCHEM;;Water;48;3230-EAG-2;NL11_3_7
PKH016;1e petgat t.z. van OPPAD;NL11;;;M27;135485;471129;;;plas_dras;;ADHOC_BEDWAT_DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_FYTPTGBD_FYTPTKRW_FYTPTKRWOM_FYTPTKRWTT_;DIEPTE-FYCHEM_KRWOCHEM_KRWOndCHEM;Evaluatie_KRW_Onderzoek;KRW;FYCHEM_HYBI;FYCHEM;Veen;3230;3230-EAG-5;NL11_6_8
PKH017;wgat bij verb. hsums kan.;NL11;;;M27;133907;471663;;;plas;;Overig-fychem_VISKRW;;KRW_Onderzoek;;FYCHEM_HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH018;n.w.hoek van wijde gat;NL11;;;M27;133875;472161;;;plas;;MACFTKRW_Overig-fychem;;KRW_Onderzoek;;FYCHEM_HYBI;;Water;3230;3230-EAG-3;NL11_6_7
PKH019;kl weide thv verb naar wgat;NL11;;;M27;134743;472087;;;plas_dras;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;48;3230-EAG-3;NL11_6_7
PKH020;t hol 400m z. o. botenhuis;NL11;;;M27;134075;470101;;;plas;;ADHOC_ANKO_BEDWAT_DIEPTE-FYCHEM_FYTPTGBD_FYTPTKRW_FYTPTKRWOM_FYTPTKRWTT_HetHol_KRWOndCHEM;DIEPTE-FYCHEM_KRWOndCHEM_Plassen-grob-ESF2_VASTPLAS;Evaluatie_KRW_Onderzoek_VMplassen;Evaluatie_KRW_VMplassen;FYCHEM_HYBI_TOX;FYCHEM;Water;3230;3230-EAG-1;NL11_6_6
PKH021;graversbrug;NL11;;;M27;134063;470702;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_Overig-fychem;;KRW_Onderzoek;;FYCHEM_HYBI;;Veen;48;3230-EAG-1;NL11_6_6
PKH022;Graversbrug;NL11;;;M27;134850;469782;;;lijnvormig;;Overig-fychem;;Onderzoek;;FYCHEM;;Veen / Zand;3230;3230-EAG-1;NL11_6_6
PKH023;2e bsloot n 2e klapb kr rade;NL11;;;M27;134867;469832;;;lijnvormig;;ADHOC_BEDWAT_DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_HetHol_KRWOCHEM_KRWOndCHEM_KRWPROB_MACF;DIEPTE-FYCHEM_KRWOCHEM_KRWOndCHEM;Evaluatie_KRW_Onderzoek;KRW;FYCHEM_HYBI;FYCHEM;Veen / Zand;48;3230-EAG-1;NL11_6_6
PKH024;n kromme rade 16;NL11;;;M27;136561.1245;469843.7198;;;lijnvormig;;Overig-fychem;;Onderzoek;;FYCHEM;;Veen;3230;3230-EAG-1;NL11_6_6
PKH025;200m w sgrav vaartweg 9-10;NL11;;;M27;136385;469951;;;lijnvormig;;HetHol_NVP-WGP_Overig-fychem;;Evaluatie_Onderzoek_Watergebiedsplannen;;FYCHEM;;Veen;48;3230-EAG-1;NL11_6_6
PKH026;t Hol laagveensloot;NL11;;;M27;134933;469891;;;lijnvormig;;WUR;;Evaluatie;;FYCHEM;;Veen / Zand;3230;3230-EAG-1;NL11_6_6
PKH028;t Hol, langs Moleneind_ 100m ten Z van schot;NL11;;;M27;133623;470325;;;lijnvormig;;ANKO_NVEC;;Evaluatie;;FYCHEM;;Water;48;3230-EAG-1;NL11_6_6
PKH029;in het Hol bij botenhuis;NL11;;;;134940;470159;;;lijnvormig;;Overig-fychem;;Onderzoek;;FYCHEM;;Veen / Zand;3230;3230-EAG-1;
PKH030;wijde blik steiger de zuwe;NL11;;;M20;133670.0914;471203.8852;;;plas;;ROUTINE;;Evaluatie;;FYCHEM;;Veen;48;3230-EAG-2;NL11_3_7
PKH031;wijde blik strandje;NL11;PKH031P;;M20;132849.1575;471663.9079;;;plas;;BEDWAT_FYTPTGBD_FYTPTKRW_ZWEM;;Evaluatie_KRW_Zwemwater;;FYCHEM_HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH032;wijde blik zuidhoek;NL11;;;M20;133009;469988;;;plas;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;48;3230-EAG-2;NL11_3_7
PKH033;wblik zw van verb hsums k.;NL11;;;M20;132717;471596;;;plas;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;3230;3230-EAG-2;NL11_3_7
PKH041;brdste deel vaart w.O-INDIE;NL11;;;M27;135268;473315;;;plas_dras;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_Overig-fychem;MACFTEM;Evaluatie_KRW_Onderzoek;Evaluatie;FYCHEM_HYBI;HYBI;Veen;48;3230-EAG-3;NL11_6_7
PKH042;kleine weide in oosthoek;NL11;;;;134864;472256;;;lijnvormig;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;3230;3230-EAG-3;NL11_6_7
PKH043;suikerpot thv km-paal 74,9;NL11;;;M27;135467;470502;;;plas_dras;;ADHOC_BEDWAT_HetHol_MACEVKRW_MACEVKRWTT_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN200;;Evaluatie_KRW_Onderzoek_Watergebiedsplannen;;FYCHEM_HYBI;;Veen;48;3230-EAG-1;NL11_6_6
PKH044;petgat B1148z.kmof(enclosure1987);NL11;;;M27;135275;473011;;;plas_dras;;ADHOC_ANKO_BEDWAT_DIEPTE-FYCHEM_FYTPTGBD_FYTPTKRW_FYTPTKRWOM_FYTPTKRWTT_KRWOndCHEM_Overig-;DIEPTE-FYCHEM_KRWOndCHEM_VASTPLAS;Evaluatie_KRW_Onderzoek_VMplassen;KRW_VMplassen;FYCHEM_HYBI;FYCHEM;Water;3230;3230-EAG-3;NL11_6_7
PKH050;wijde blik middenop;NL11;PKH050P;;M20;132806;471074;;;plas;;ADHOC_ANKO_BEDWAT_DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_FYTPTEM_FYTPTGBD_FYTPTKRW_FYTPTKRWO;DIEPTE-FYCHEM_KRWOndCHEM_Plassen-grob-ESF2_VASTPLAS_VASTPLASDIEP;Evaluatie_KRW_Onderzoek_VMplassen_VMplassenopdiepte;Evaluatie_KRW_VMplassen_VMplassenopdiepte;FYCHEM_HYBI;FYCHEM;Water;48;3230-EAG-2;NL11_3_7
PKH055;5m epilymnion 230890 +1991;NL11;PKH050P;;M20;132806;471074;-5;WATSGL;plas;;DIEPTE-FYCHEM_Overig-fychem_VASTPLASDIEP;VASTPLASDIEP;Onderzoek_VMplassenopdiepte;VMplassenopdiepte;FYCHEM;FYCHEM;Water;3230;3230-EAG-2;NL11_3_7
PKH067;17m hypolymnion 230890 +1991;NL11;PKH050P;;M20;132806;471074;-17;WATSGL;plas;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;48;3230-EAG-2;NL11_3_7
PKH070;20M,HYPOLYMNION 270990;NL11;PKH050P;;M20;132806;471074;-20;WATSGL;plas;;DIEPTE-FYCHEM_Overig-fychem_VASTPLASDIEP;VASTPLASDIEP;Onderzoek_VMplassenopdiepte;VMplassenopdiepte;FYCHEM;FYCHEM;Water;3230;3230-EAG-2;NL11_3_7
PKH082;coord.13628-47312 KW1993;NL11;;;M8;136246;473096;;;lijnvormig;;ADHOC_ANKO_BEDWAT_historieMACEV_NVEC_NVP-WGP_Overig-fychem;;Evaluatie_Onderzoek_Watergebiedsplannen;;FYCHEM_HYBI;;Veen;48;3230-EAG-4;
PKH083;coord.13571-47265 KW1993;NL11;;;M27;135716;472649;;;lijnvormig;;historieMACEV_Overig-fychem;;Onderzoek;;FYCHEM_HYBI;;Overig;3230;3230-EAG-3;NL11_6_7
PKH084;coord.13472-47150 KW1993;NL11;;;M27;134752;471505;;;lijnvormig;;historieMACEV_Overig-fychem;;Onderzoek;;FYCHEM_HYBI;;Veen;48;3230-EAG-3;NL11_6_7
PKH085;coord.13515-47143 KW1993;NL11;;;M27;135111;471447;;;lijnvormig;;historieMACEV_Overig-fychem;;Onderzoek;;FYCHEM_HYBI;;Veen;3230;3230-EAG-5;NL11_6_8
PKH086;coord.13621-47163 KW1993;NL11;;;M8;136175.54;471651.08;;;lijnvormig;;ADHOC_BEDWAT_historieMACEV_NVP-WGP_Overig-fychem;;Evaluatie_Onderzoek_Watergebiedsplannen;;FYCHEM_HYBI;;Veen;48;3230-EAG-4;
PKH087;coord.13410-47152 KW1993;NL11;;;M27;133948;471614;;;lijnvormig;;historieMACEV_Overig-fychem;;Onderzoek;;FYCHEM_HYBI;;Veen;3230;3230-EAG-3;NL11_6_7
PKH088;coord.13475-47192 KW1993;NL11;;;M27;134840.7144;471872.0319;;;lijnvormig;;historieMACEV_Overig-fychem;;Onderzoek;;FYCHEM_HYBI;;Veen;48;3230-EAG-3;NL11_6_7
PKH089;coord.13500-47098 KW1993;NL11;;;M27;134855;471039;;;lijnvormig;;historieMACEV_Overig-fychem;;Onderzoek;;FYCHEM_HYBI;;Veen;3230;3230-EAG-5;NL11_6_8
PKH090;coord.13657-47112 KW1993;NL11;;;M8;136616.7938;471074.4684;;;lijnvormig;;ANKO_historieMACEV_Overig-fychem;;Evaluatie_Onderzoek;;FYCHEM_HYBI;;Zand;48;3230-EAG-4;
PKH091;ten N. oppad, bij kanopaal 9;NL11;;;M27;135481.4684;471179.9766;;;plas_dras;;ANKO_NVEC;;Evaluatie;;FYCHEM;;Veen;3230;3230-EAG-5;NL11_6_8
PKH092;coord.13615-47113 KW1993;NL11;;;M8;136132;471129;;;lijnvormig;;historieMACEV_Overig-fychem;;Onderzoek;;FYCHEM_HYBI;;Veen;48;3230-EAG-4;
PKH093;coord.13666-47050 KW1993;NL11;;;M8;136646;470516;;;lijnvormig;;ADHOC_BEDWAT_historieMACEV_NVP-WGP_Overig-fychem;;Evaluatie_Onderzoek_Watergebiedsplannen;;FYCHEM_HYBI;;Zand;3230;3230-EAG-4;
PKH094;petgat tZv scoutingclub;NL11;;;M27;135077;473110;;;plas_dras;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;48;3230-EAG-3;NL11_6_7
PKH096;is PKH96 gefiltreerd;NL11;;;M27;135688.9525;473360.5081;;;lijnvormig;;ANKO_DIEPTE-FYCHEM_NVP-defos;;Evaluatie_Onderzoek;;FYCHEM;;Veen;3230;3230-EAG-3;NL11_6_7
PKH097;1e vyver west instr. supplw.;NL11;;;M27;135515;473481;;;plas_dras;;ADHOC_ANKO_BEDWAT_NVEC_NVP-WGP;;Evaluatie_Watergebiedsplannen;;FYCHEM;;Veen;48;3230-EAG-3;NL11_6_7
PKH098;Sloot langs weg schuin tegenover PKH082;NL11;;;M27;136195.8443;473009.0818;;;lijnvormig;;ZVECHPL;;Evaluatie;;FYCHEM;;Veen;3230;3230-EAG-3;NL11_6_7
PKH100;mp macrofauna;NL11;;;M20;133622;471112;;;plas;;MACEVKRW_MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACEV;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH101;mp macrofauna;NL11;;;M20;133311;470755;;;plas;;MACEVKRW_VASTECOMACEV;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH102;mp macrofauna;NL11;;;M20;132611;470156;;;plas;;MACEVKRW_MACFTEM_MACFTGBD_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACEV;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH103;mp macrofauna;NL11;;;M20;131728;470641;;;plas;;MACEVKRW_VASTECOMACEV;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH104;mp macrofauna;NL11;;;M20;131780;471107;;;plas;;MACEVKRW_VASTECOMACEV;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH105;mp macrofauna;NL11;;;M20;132149;471762;;;plas;;MACEVKRW_VASTECOMACEV;;KRW;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH106;MP fytobenthos;NL11;;;M27;133998.1479;470268.8328;;;plas_dras;;FYTPTGBD_FYTPTKRW_VISKRW;;KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH107;MP fytobenthos;NL11;;;M27;135043;472381;;;plas;;FYTPTGBD_FYTPTKRW_MACEVKRW;;KRW;;HYBI;;Water;3230;3230-EAG-3;NL11_6_7
PKH108;MP fytobenthos;NL11;;;M27;134462;471954;;;plas;;FYTPTGBD_FYTPTKRW_MACEVKRW;;KRW;;HYBI;;Water;48;3230-EAG-3;NL11_6_7
PKH109;MP fytobenthos;NL11;;;M27;135253;470824;;;plas;;FYTPTGBD_FYTPTKRW_MACEVKRW;;KRW;;HYBI;;Water;3230;3230-EAG-5;NL11_6_8
PKH110;MP fytobenthos;NL11;;;M20;133031.5797;469969.638;;;plas;;FYTPTGBD_FYTPTKRW;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH111;MP fytobenthos;NL11;;;;135105;471050;;;lijnvormig;;;;;;;;Veen;3230;3230-EAG-5;NL11_6_8
PKH112;mp vegetatie;NL11;;;M27;136329.3385;470295.9651;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;48;3230-EAG-1;NL11_6_6
PKH113;mp vegetatie;NL11;;;M27;136638.2958;469976.0469;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;3230;3230-EAG-1;NL11_6_6
PKH114;mp vegetatie;NL11;;;M27;136230.7667;469860.5838;;;lijnvormig;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;FYCHEM_HYBI;;Zand;48;3230-EAG-1;NL11_6_6
PKH115;mp vegetatie;NL11;;;M27;135534.751;469988.4281;;;lijnvormig;geen toestemming Mur, of toch over terrein VNM (mail 220160822 > Emile);MACFTKRW;;KRW;;HYBI;;Veen;3230;3230-EAG-1;NL11_6_6
PKH116;mp vegetatie;NL11;;;M27;136010.3464;470178.1557;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;48;3230-EAG-1;NL11_6_6
PKH117;mp vegetatie;NL11;;;M27;135069;469811;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;3230;3230-EAG-1;NL11_6_6
PKH118;mp vegetatie;NL11;;;M27;134689.5526;469794.6266;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Water;48;3230-EAG-1;NL11_6_6
PKH119;mp vegetatie;NL11;;;M27;134124;469742;;;lijnvormig;;FYTOPLANKTONABUNDANTIE_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;FYCHEM_HYBI;;Water;3230;3230-EAG-1;NL11_6_6
PKH120;mp vegetatie;NL11;;;M27;135142.6109;470113.65;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen / Zand;48;3230-EAG-1;NL11_6_6
PKH121;mp vegetatie;NL11;;;M27;134743.8833;470253.9068;;;plas_dras;Geen Toestemming Mur;MACFTKRW;;KRW;;HYBI;;Overig;3230;3230-EAG-1;NL11_6_6
PKH122;mp vegetatie;NL11;;;M27;134432;470508;;;lijnvormig;Geen toestemming Mur;MACFTKRW;;KRW;;HYBI;;Overig;48;3230-EAG-1;NL11_6_6
PKH123;mp vegetatie;NL11;;;M27;134571.2297;470521.7083;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Overig;3230;3230-EAG-1;NL11_6_6
PKH124;mp vegetatie;NL11;;;M27;134989.5214;470405.9844;;;lijnvormig;;MACFTKRW;;KRW;;HYBI;;Overig;48;3230-EAG-1;NL11_6_6
PKH125;mp vegetatie;NL11;;;M8;136730.3464;470467.288;;;lijnvormig;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD_MACFTN2000;;Evaluatie_KRW;;FYCHEM_HYBI;;Veen;3230;3230-EAG-4;
PKH126;mp vegetatie;NL11;;;M8;136488;470773;;;lijnvormig;;MACFTGBD_MACFTN2000;;Evaluatie_KRW;;HYBI;;Zand;48;3230-EAG-4;
PKH127;mp vegetatie;NL11;;;M8;136160;470842;;;lijnvormig;;MACFTGBD_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;3230;3230-EAG-4;
PKH128;mp vegetatie;NL11;;;M27;135857;470944;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;48;3230-EAG-5;
PKH129;mp vegetatie;NL11;;;M27;135607;471096;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Veen;3230;3230-EAG-5;NL11_6_8
PKH130;mp vegetatie;NL11;;;M27;135149;471389;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;48;3230-EAG-5;NL11_6_8
PKH131;mp vegetatie;NL11;;;M8;136292.751;470552.9651;;;lijnvormig;;MACFTGBD_MACFTN2000_MPA-PKH-BC;;Evaluatie_KRW_Onderzoek;;BODCHEM_HYBI;;Veen;3230;3230-EAG-4;
PKH132;mp vegetatie;NL11;;;M8;136620;470962;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Zand;48;3230-EAG-4;
PKH133;mp vegetatie;NL11;;;M8;136340;471228;;;lijnvormig;;MACFTGBD_MPA-PKH-BC;;KRW_Onderzoek;;BODCHEM_HYBI;;Veen;3230;3230-EAG-4;
PKH134;mp vegetatie;NL11;;;M8;136171.074;471221.4125;;;lijnvormig;;MACFTGBD_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;48;3230-EAG-4;
PKH135;mp vegetatie;NL11;;;M8;136381.1401;471311.2802;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Veen;3230;3230-EAG-4;
PKH136;mp vegetatie;NL11;;;M8;136448;471359;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Veen;48;3230-EAG-4;
PKH137;mp vegetatie;NL11;;;M8;136688.9417;471468.6849;;;lijnvormig;;MACFTGBD_MPA-PKH-BC;;KRW_Onderzoek;;BODCHEM_HYBI;;Zand;3230;3230-EAG-4;
PKH138;mp vegetatie;NL11;;;M8;136562;471768;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Veen;48;3230-EAG-4;
PKH139;mp vegetatie;NL11;;;M27;135523.8094;472728.4943;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Overig;3230;3230-EAG-3;NL11_6_7
PKH140;mp vegetatie;NL11;;;M27;135681.4786;472576.3036;;;lijnvormig;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2;MACFTEM;Evaluatie_KRW;Evaluatie;FYCHEM_HYBI;HYBI;Veen;48;3230-EAG-3;NL11_6_7
PKH145;mp vegetatie;NL11;;;M27;134708.2141;470978.9573;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;3230;3230-EAG-5;NL11_6_8
PKH146;mp vegetatie;NL11;;;M27;135012;470958;;;lijnvormig;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;48;3230-EAG-5;NL11_6_8
PKH147;mp vegetatie;NL11;;;M27;134643;471406;;;lijnvormig;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2;MACFTEM;Evaluatie_KRW;Evaluatie;FYCHEM_HYBI;HYBI;Veen;3230;3230-EAG-3;NL11_6_7
PKH148;mp vegetatie;NL11;;;M27;134484.6771;471271.2141;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;48;3230-EAG-3;NL11_6_7
PKH149;mp vegetatie;NL11;;;M27;134589.6771;471561.8833;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3230;3230-EAG-3;NL11_6_7
PKH150;mp vegetatie;NL11;;;M8;135560;471484;;;lijnvormig;;MACFTGBD_MACFTN2000_MPA-PKH-BC;;Evaluatie_KRW_Onderzoek;;BODCHEM_HYBI;;Veen;48;3230-EAG-4;
PKH151;mp vegetatie;NL11;;;M8;136113;471216;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Veen;3230;3230-EAG-4;
PKH152;mp vegetatie;NL11;;;M27;133805;471674;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;48;3230-EAG-3;NL11_6_7
PKH153;mp vegetatie;NL11;;;M27;133422;472025;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Water;3230;3230-EAG-3;NL11_6_7
PKH154;mp vegetatie;NL11;;;M27;134266;471367;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;48;3230-EAG-3;NL11_6_7
PKH155;mp vegetatie;NL11;;;M27;134786;471780;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3230;3230-EAG-3;NL11_6_7
PKH156;mp vegetatie;NL11;;;M27;134769.9495;471950.3776;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;48;3230-EAG-3;NL11_6_7
PKH157;mp vegetatie;NL11;;;M27;135742;473184;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3230;3230-EAG-3;NL11_6_7
PKH158;mp vegetatie;NL11;;;M27;135620.6536;473412.3734;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;48;3230-EAG-3;NL11_6_7
PKH159;mp vegetatie;NL11;;;M8;135755.9495;471948.4203;;;lijnvormig;;MACFTGBD_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;3230;3230-EAG-4;
PKH160;mp vegetatie;NL11;;;M27;135661.5526;472114.4943;;;lijnvormig;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTN2000_MACFTOVERIG;MACFTEM;Evaluatie_KRW_Onderzoek;Evaluatie;HYBI;HYBI;Veen;48;3230-EAG-3;NL11_6_7
PKH161;mp vegetatie;NL11;PKH161P;;M8;136071.2568;472080.5135;;;lijnvormig;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD_MACFTN2000_MPA-PKH-BC;;Evaluatie_KRW_Onderzoek;;BODCHEM_FYCHEM_HYBI;;Veen;3230;3230-EAG-4;
PKH162;mp vegetatie;NL11;;;M8;135622;471322;;;lijnvormig;;MACFTGBD_MACFTN2000;;Evaluatie_KRW;;HYBI;;Veen;48;3230-EAG-4;
PKH163;mp vegetatie Wijde Blik;NL11;;;M20;132858;471633;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH164;mp vegetatie Wijde Blik;NL11;;;M20;132823;471583;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH165;mp vegetatie Wijde Blik;NL11;;;M20;132939;471567;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT_VISKRW;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH166;mp vegetatie Wijde Blik;NL11;;;M20;132910;471515;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
PKH167;mp vegetatie Wijde Blik;NL11;;;M20;133349;471463;;;plas;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT_MACFTOZ_VASTECOMACFT;;Evaluatie_KRW_Onderzoek;;HYBI;;Water;3230;3230-EAG-2;NL11_3_7
PKH168;mp vegetatie Wijde Blik;NL11;;;M20;133259;471509;;;plas;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Water;48;3230-EAG-2;NL11_3_7
