CODE;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
PZH154;macrofyten 2014;NL11;;;M1a;114523.2315;468410.0078;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;2600;2600-EAG-5;NL11_2_4
NBW198;macrofyten 2014;NL11;;;M8;119213.7408;465004.0842;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2630-EAG-1;
PZH155;macrofyten 2014;NL11;;;M1a;115362;465688;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;2600;2600-EAG-8;NL11_2_4
PZH156;macrofyten 2014;NL11;;;M1a;114944.9513;465866.8075;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-8;NL11_2_4
PZH157;macrofyten 2014;NL11;;;M1a;114523.2315;468410.0078;;;lijnvormig;PZH157 ligt opzelfde plek als PZH154;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;2600;2600-EAG-5;NL11_2_4
HGP143;macrofyten 2014;NL11;;;M1a;130645;472565;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Zware zavel;6480;6480-EAG-3;
NBW199;macrofyten 2014;NL11;;;M8;118965;464718;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Veen;2630;2630-EAG-1;
NBW200;macrofyten 2014;NL11;;;M8;118376.9525;464837.1792;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2630-EAG-1;
PAH252;macrofyten 2014;NL11;;;M1a;137306.3656;462146.0631;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Veen / Zand;3370;3370-EAG-1;
PAH253;macrofyten 2014;NL11;;;M1a;138186.2863;463294.0631;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Zand;48;3370-EAG-4;
PAH254;macrofyten 2014;NL11;;;M1a;136034.6831;460187.0312;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Zand;3370;3370-EAG-1;
PAH255;macrofyten 2014;NL11;;;M1a;139408.9362;465461.2225;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Zand;48;3370-EAG-4;
MUY107;macrofyten 2014;NL11;;;M8;137204.8406;469270.9224;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;3300;3300-EAG-17;
AVO271;macrofyten 2014;NL11;;;M1a;130502.5767;480024.2429;;;lijnvormig;;VASTECOMACFT;;;;HYBI;;Bebouwing;64;6540-EAG-3;
HGP144;macrofyten 2014;NL11;;;M1a;129815.3784;472301.555;;;lijnvormig;;MACFTGBD;;KRW;;HYBI;;Zware zavel;6480;6480-EAG-1;
PZH158;macrofyten 2014;NL11;;;M1a;114096.4961;466997.9164;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;2600;2600-EAG-6;NL11_2_4
PZH159;macrofyten 2014;NL11;;;M1a;114732.5544;467913.576;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-5;NL11_2_4
PZH160;macrofyten 2014;NL11;;;M1a;113810.893;468489.0234;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;2600;2600-EAG-1;NL11_2_4
PZH161;macrofyten 2014;NL11;;;M1a;114471.4805;469861.22;;;lijnvormig;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
